FILE_VERSION	2.0.0
NO_OF_FRAMES	6129
NO_OF_CAMERAS	19
NO_OF_MARKERS	5
FREQUENCY	100
DESCRIPTION	--
TIME_STAMP	2024-10-29, 10:57:32.417	441368.71789840
DATA_INCLUDED	3D
MARKER_NAMES	RWristOut	RWristIn	RElbowOut	RElbowIn	Chest
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured
Frame	Time	RWristOut X	RWristOut Y	RWristOut Z	RWristIn X	RWristIn Y	RWristIn Z	RElbowOut X	RElbowOut Y	RElbowOut Z	RElbowIn X	RElbowIn Y	RElbowIn Z	Chest X	Chest Y	Chest Z	
1455	14.54000	-488.051	1406.911	-485.509	-401.598	1404.986	-512.541	-538.014	1324.784	-683.230	-463.655	1272.853	-655.077	-270.744	1293.973	-878.403
1456	14.55000	-491.271	1400.322	-484.640	-404.571	1398.762	-511.124	-539.775	1321.000	-683.870	-465.579	1268.706	-655.909	-270.962	1293.932	-878.472
1457	14.56000	-494.458	1393.790	-483.823	-407.442	1392.568	-509.774	-541.448	1317.382	-684.494	-467.412	1264.721	-656.794	-271.192	1293.895	-878.542
1458	14.57000	-497.295	1387.708	-483.346	-410.285	1386.348	-508.474	-543.138	1313.815	-685.188	-469.210	1260.755	-657.689	-271.456	1293.832	-878.614
1459	14.58000	-500.281	1381.435	-482.853	-413.060	1380.110	-507.268	-544.736	1310.313	-685.901	-471.068	1256.902	-658.565	-271.766	1293.779	-878.730
1460	14.59000	-503.234	1375.179	-482.490	-415.805	1373.874	-506.195	-546.376	1306.769	-686.627	-472.879	1252.966	-659.565	-272.053	1293.761	-878.826
1461	14.60000	-506.181	1368.801	-482.239	-418.562	1367.535	-505.333	-547.579	1303.234	-687.810	-474.711	1248.948	-660.588	-272.265	1293.751	-878.883
1462	14.61000	-509.076	1362.445	-482.134	-421.325	1361.233	-504.573	-549.245	1299.666	-688.682	-476.584	1244.876	-661.764	-272.451	1293.708	-878.917
1463	14.62000	-511.988	1356.059	-482.054	-424.043	1354.963	-503.916	-550.872	1296.116	-689.672	-478.482	1240.816	-663.027	-272.645	1293.644	-878.963
1464	14.63000	-514.841	1349.785	-482.059	-426.796	1348.819	-503.329	-552.466	1292.655	-690.706	-480.278	1236.910	-664.323	-272.871	1293.581	-878.994
1465	14.64000	-517.720	1343.562	-482.145	-429.554	1342.742	-502.863	-554.028	1289.245	-691.777	-482.043	1233.077	-665.625	-273.100	1293.491	-879.056
1466	14.65000	-520.600	1337.475	-482.338	-432.288	1336.778	-502.487	-555.594	1285.933	-692.868	-483.806	1229.376	-667.010	-273.325	1293.391	-879.096
1467	14.66000	-523.469	1331.443	-482.697	-435.016	1330.851	-502.276	-557.172	1282.626	-694.032	-485.604	1225.763	-668.407	-273.408	1292.992	-878.989
1468	14.67000	-526.321	1325.423	-483.196	-437.801	1324.992	-502.214	-558.817	1279.312	-695.235	-487.412	1222.125	-669.895	-273.556	1293.319	-879.072
1469	14.68000	-529.223	1319.370	-483.832	-440.568	1319.072	-502.315	-560.490	1275.939	-696.541	-489.243	1218.440	-671.461	-274.019	1293.148	-879.217
1470	14.69000	-532.144	1313.304	-484.627	-443.389	1313.190	-502.617	-562.234	1272.562	-697.925	-491.109	1214.704	-673.163	-274.267	1293.049	-879.203
1471	14.70000	-535.089	1307.249	-485.491	-446.222	1307.466	-503.004	-563.959	1269.256	-699.468	-493.055	1210.964	-674.959	-274.384	1293.090	-879.118
1472	14.71000	-538.048	1301.262	-486.464	-448.919	1301.807	-503.460	-565.731	1266.046	-701.035	-495.065	1207.316	-676.837	-274.482	1292.964	-879.273
1473	14.72000	-541.057	1295.435	-487.499	-451.750	1295.507	-503.948	-567.492	1262.948	-702.704	-497.094	1203.756	-678.749	-274.644	1292.834	-879.294
1474	14.73000	-544.094	1289.804	-488.640	-454.605	1289.823	-504.545	-569.216	1260.022	-704.351	-499.156	1200.313	-680.664	-274.799	1292.716	-879.270
1475	14.74000	-547.214	1284.308	-489.865	-457.560	1284.131	-505.219	-570.987	1257.070	-706.007	-501.257	1196.922	-682.624	-274.971	1292.590	-879.290
1476	14.75000	-550.400	1278.810	-491.112	-460.621	1278.426	-505.942	-572.764	1254.141	-707.765	-503.310	1193.727	-684.596	-275.193	1292.477	-879.296
1477	14.76000	-553.601	1273.340	-492.620	-463.964	1272.472	-506.781	-574.600	1251.170	-709.585	-505.435	1190.327	-686.624	-275.453	1292.365	-879.333
1478	14.77000	-556.895	1267.761	-494.199	-467.136	1266.901	-507.784	-576.468	1248.148	-711.512	-507.552	1186.906	-688.744	-275.636	1292.268	-879.325
1479	14.78000	-560.278	1262.117	-495.865	-470.424	1261.345	-508.875	-578.354	1245.070	-713.490	-509.652	1183.465	-690.979	-275.801	1292.198	-879.308
1480	14.79000	-563.723	1256.478	-497.614	-473.738	1255.906	-510.024	-580.298	1242.083	-715.563	-511.745	1180.108	-693.295	-275.958	1292.109	-879.294
1481	14.80000	-567.246	1250.926	-499.415	-477.139	1250.366	-511.163	-582.165	1239.199	-717.682	-513.874	1176.819	-695.648	-276.136	1292.043	-879.247
1482	14.81000	-570.783	1245.547	-501.290	-480.592	1244.967	-512.396	-584.067	1236.468	-719.789	-516.014	1173.689	-697.945	-276.342	1291.975	-879.207
1483	14.82000	-574.374	1240.353	-503.227	-484.063	1239.653	-513.662	-585.973	1233.822	-721.930	-518.131	1170.797	-700.260	-276.544	1291.859	-879.193
1484	14.83000	-578.097	1235.398	-505.307	-487.658	1234.330	-514.996	-587.851	1231.211	-724.122	-520.323	1167.919	-702.590	-276.798	1291.738	-879.172
1485	14.84000	-581.754	1230.420	-507.438	-491.289	1229.155	-516.424	-589.822	1228.664	-726.294	-522.572	1165.033	-704.951	-277.044	1291.625	-879.162
1486	14.85000	-585.562	1225.481	-509.706	-494.957	1224.003	-517.975	-591.852	1226.099	-728.571	-524.837	1162.198	-707.346	-277.315	1291.487	-879.208
1487	14.86000	-589.460	1220.569	-512.074	-498.745	1218.927	-519.665	-593.907	1223.582	-730.964	-527.137	1159.340	-709.835	-277.546	1291.389	-879.217
1488	14.87000	-593.385	1215.612	-514.548	-502.617	1213.881	-521.395	-596.102	1221.340	-733.513	-529.651	1156.369	-712.495	-277.688	1291.299	-879.223
1489	14.88000	-597.405	1210.766	-517.016	-506.532	1208.902	-523.174	-598.252	1218.995	-735.973	-532.400	1153.457	-715.200	-277.772	1291.237	-879.217
1490	14.89000	-601.485	1206.091	-519.536	-510.537	1203.982	-524.952	-600.408	1216.779	-738.429	-534.386	1151.149	-717.630	-277.897	1291.176	-879.198
1491	14.90000	-605.456	1201.390	-522.124	-514.622	1199.146	-526.781	-602.592	1214.777	-740.831	-536.957	1148.772	-720.143	-278.000	1291.100	-879.227
1492	14.91000	-609.599	1197.295	-524.788	-518.760	1194.429	-528.607	-604.815	1212.959	-743.241	-539.631	1146.486	-722.666	-278.102	1290.993	-879.234
1493	14.92000	-613.823	1193.465	-527.548	-523.038	1189.845	-530.578	-607.095	1211.378	-745.688	-542.386	1144.294	-725.243	-278.203	1290.910	-879.274
1494	14.93000	-618.168	1189.777	-530.380	-527.361	1185.434	-532.570	-609.423	1209.807	-748.127	-545.219	1142.222	-727.815	-278.300	1290.802	-879.320
1495	14.94000	-622.561	1186.128	-533.259	-531.821	1181.164	-534.648	-611.750	1208.377	-750.647	-548.093	1140.218	-730.463	-278.368	1290.713	-879.350
1496	14.95000	-627.121	1182.648	-536.232	-536.367	1177.067	-536.801	-614.093	1207.127	-753.196	-550.959	1138.345	-733.124	-278.404	1290.657	-879.358
1497	14.96000	-631.710	1179.120	-539.193	-541.036	1173.100	-538.958	-616.521	1206.002	-755.708	-553.832	1136.629	-735.794	-278.411	1290.566	-879.345
1498	14.97000	-636.335	1175.878	-542.367	-545.819	1169.251	-541.071	-618.826	1205.032	-758.191	-556.814	1135.066	-738.451	-278.415	1290.510	-879.303
1499	14.98000	-641.080	1172.893	-545.355	-550.637	1165.547	-543.179	-621.186	1204.342	-760.668	-559.797	1133.724	-741.062	-278.418	1290.452	-879.274
1500	14.99000	-645.899	1170.235	-548.386	-555.576	1162.028	-545.371	-623.518	1203.824	-763.109	-562.863	1132.494	-743.644	-278.402	1290.382	-879.241
1501	15.00000	-650.777	1167.928	-551.488	-560.611	1158.733	-547.591	-625.817	1203.380	-765.522	-565.973	1131.449	-746.156	-278.401	1290.329	-879.222
1502	15.01000	-655.747	1165.891	-554.605	-565.735	1155.675	-549.848	-628.098	1203.031	-768.020	-569.142	1130.462	-748.706	-278.407	1290.281	-879.200
1503	15.02000	-660.780	1164.072	-557.812	-570.924	1152.917	-552.186	-630.504	1202.807	-770.505	-572.294	1129.610	-751.238	-278.395	1290.204	-879.181
1504	15.03000	-665.884	1162.448	-561.082	-576.152	1150.433	-554.510	-632.629	1202.419	-773.000	-575.444	1128.923	-753.757	-278.364	1290.168	-879.116
1505	15.04000	-671.034	1160.952	-564.393	-581.436	1148.151	-556.953	-635.050	1202.486	-775.478	-578.625	1128.392	-756.269	-278.319	1290.135	-879.052
1506	15.05000	-676.131	1159.491	-567.731	-586.844	1146.075	-559.365	-637.428	1202.703	-777.943	-581.731	1128.023	-758.753	-278.273	1290.081	-878.974
1507	15.06000	-681.395	1158.460	-571.062	-592.290	1144.184	-561.735	-639.801	1203.128	-780.368	-584.886	1127.855	-761.163	-278.267	1290.069	-878.891
1508	15.07000	-686.677	1157.789	-574.393	-597.810	1142.515	-564.102	-642.175	1203.725	-782.778	-587.969	1127.732	-763.624	-278.229	1290.044	-878.780
1509	15.08000	-691.963	1157.472	-577.755	-603.411	1141.072	-566.523	-644.496	1204.474	-785.171	-591.108	1127.846	-765.966	-278.236	1290.013	-878.714
1510	15.09000	-697.298	1157.525	-581.166	-609.052	1139.973	-568.959	-646.765	1205.207	-787.577	-594.221	1128.066	-768.283	-278.248	1289.982	-878.658
1511	15.10000	-702.611	1157.822	-584.588	-614.741	1139.141	-571.361	-649.021	1206.116	-790.035	-597.362	1128.439	-770.495	-278.273	1289.979	-878.569
1512	15.11000	-707.951	1158.346	-588.046	-620.471	1138.689	-573.793	-651.253	1207.112	-792.479	-600.384	1128.898	-772.694	-278.301	1289.956	-878.483
1513	15.12000	-713.316	1159.115	-591.566	-626.163	1138.540	-576.137	-653.427	1208.204	-794.891	-603.353	1129.550	-774.813	-278.288	1289.948	-878.417
1514	15.13000	-718.688	1160.069	-595.085	-631.941	1138.661	-578.494	-655.585	1209.403	-797.235	-606.307	1130.316	-776.839	-278.339	1289.937	-878.309
1515	15.14000	-724.009	1161.328	-598.817	-637.757	1138.984	-580.771	-657.654	1210.737	-799.585	-609.216	1131.239	-778.741	-278.393	1289.956	-878.213
1516	15.15000	-729.399	1162.798	-602.346	-643.562	1139.619	-583.094	-659.694	1212.170	-801.880	-612.069	1132.289	-780.559	-278.469	1289.953	-878.102
1517	15.16000	-734.776	1164.524	-605.886	-649.429	1140.420	-585.399	-661.653	1213.722	-804.167	-614.846	1133.470	-782.262	-278.542	1289.965	-878.014
1518	15.17000	-740.091	1166.499	-609.495	-655.264	1141.587	-587.683	-663.634	1215.343	-806.497	-617.315	1135.010	-783.757	-278.617	1289.982	-877.921
1519	15.18000	-745.375	1168.755	-613.050	-661.085	1142.976	-589.948	-665.509	1217.029	-808.731	-620.095	1136.392	-785.417	-278.707	1290.018	-877.821
1520	15.19000	-750.601	1171.195	-616.634	-666.879	1144.672	-592.202	-667.353	1218.881	-810.970	-622.779	1137.899	-786.952	-278.777	1290.050	-877.708
1521	15.20000	-755.773	1173.887	-620.177	-672.642	1146.683	-594.384	-669.196	1220.833	-813.136	-625.474	1139.548	-788.424	-278.855	1290.063	-877.605
1522	15.21000	-760.891	1176.822	-623.731	-678.730	1148.912	-596.620	-671.012	1223.001	-815.250	-628.100	1141.372	-789.797	-278.934	1290.128	-877.504
1523	15.22000	-765.964	1180.096	-627.219	-684.510	1151.347	-598.852	-672.778	1225.230	-817.313	-630.132	1143.827	-790.893	-279.005	1290.192	-877.402
1524	15.23000	-770.964	1183.587	-630.723	-690.266	1154.009	-601.040	-674.463	1227.553	-819.325	-632.771	1145.908	-792.094	-279.058	1290.255	-877.311
1525	15.24000	-775.851	1187.198	-634.283	-695.947	1156.867	-603.248	-676.120	1229.990	-821.290	-635.313	1148.079	-793.286	-279.119	1290.303	-877.208
1526	15.25000	-780.684	1191.175	-637.833	-701.554	1159.989	-605.525	-677.728	1232.470	-823.252	-637.840	1150.343	-794.428	-279.164	1290.365	-877.116
1527	15.26000	-785.363	1195.313	-641.365	-707.099	1163.321	-607.732	-679.292	1235.078	-825.169	-640.356	1152.714	-795.507	-279.186	1290.424	-877.018
1528	15.27000	-789.816	1199.746	-645.001	-712.547	1166.924	-609.894	-680.804	1237.806	-827.033	-642.801	1155.173	-796.550	-279.200	1290.485	-876.906
1529	15.28000	-794.267	1204.302	-648.424	-717.922	1170.726	-612.054	-682.261	1240.664	-828.851	-645.299	1157.802	-797.507	-279.226	1290.557	-876.773
1530	15.29000	-798.600	1209.070	-651.799	-723.116	1174.864	-614.049	-683.682	1243.702	-830.567	-647.722	1160.598	-798.390	-279.250	1290.624	-876.671
1531	15.30000	-802.809	1214.020	-655.163	-728.287	1179.230	-616.166	-684.848	1246.474	-832.110	-650.094	1163.495	-799.147	-279.270	1290.697	-876.579
1532	15.31000	-806.833	1219.152	-658.528	-733.344	1183.895	-618.186	-686.152	1249.565	-833.763	-652.371	1166.534	-799.799	-279.329	1290.784	-876.473
1533	15.32000	-810.757	1224.476	-661.872	-738.225	1188.930	-620.131	-687.421	1252.668	-835.397	-654.567	1169.631	-800.402	-279.366	1290.880	-876.368
1534	15.33000	-814.560	1229.860	-665.162	-742.915	1194.270	-622.050	-688.617	1255.853	-836.976	-656.647	1172.888	-800.866	-279.415	1290.949	-876.289
1535	15.34000	-818.267	1235.488	-668.422	-747.537	1199.801	-623.858	-689.780	1259.143	-838.547	-658.375	1176.617	-800.872	-279.476	1291.028	-876.201
1536	15.35000	-821.795	1241.267	-671.618	-751.991	1205.610	-625.653	-690.879	1262.542	-840.007	-660.377	1180.186	-801.117	-279.515	1291.106	-876.126
1537	15.36000	-825.039	1247.089	-674.689	-756.379	1211.646	-627.378	-691.913	1266.051	-841.396	-662.355	1183.941	-801.235	-279.576	1291.191	-876.039
1538	15.37000	-828.254	1253.424	-677.670	-760.612	1217.905	-629.117	-692.928	1269.694	-842.684	-664.260	1187.888	-801.276	-279.656	1291.276	-875.969
1539	15.38000	-831.314	1259.992	-680.623	-764.667	1224.460	-630.719	-693.900	1273.415	-843.929	-666.123	1191.935	-801.171	-279.746	1291.363	-875.894
1540	15.39000	-834.154	1266.811	-683.506	-768.503	1231.300	-632.314	-694.820	1277.161	-845.127	-667.884	1196.088	-801.016	-279.855	1291.480	-875.842
1541	15.40000	-836.795	1273.843	-686.326	-772.134	1238.388	-633.831	-695.680	1280.990	-846.287	-669.562	1200.355	-800.754	-279.944	1291.575	-875.800
1542	15.41000	-839.158	1280.930	-689.125	-775.573	1245.782	-635.366	-696.433	1284.917	-847.371	-671.176	1204.713	-800.472	-280.060	1291.692	-875.744
1543	15.42000	-841.481	1288.230	-691.844	-778.765	1253.323	-636.788	-697.130	1288.996	-848.418	-672.693	1209.219	-800.120	-280.124	1291.781	-875.697
1544	15.43000	-843.570	1295.651	-694.475	-781.760	1260.997	-638.194	-697.750	1293.247	-849.416	-674.130	1213.891	-799.779	-280.211	1291.894	-875.656
1545	15.44000	-845.467	1303.229	-696.969	-784.516	1268.840	-639.554	-698.135	1297.378	-850.221	-675.544	1218.690	-799.435	-280.270	1291.986	-875.610
1546	15.45000	-846.804	1311.065	-699.671	-787.013	1276.829	-640.891	-698.549	1301.714	-851.098	-676.833	1223.565	-799.053	-280.350	1292.083	-875.578
1547	15.46000	-848.226	1318.876	-702.052	-789.241	1284.935	-642.225	-698.886	1306.060	-851.931	-677.998	1228.291	-798.615	-280.409	1292.181	-875.566
1548	15.47000	-849.398	1326.720	-704.383	-791.273	1293.152	-643.533	-699.120	1310.429	-852.750	-679.111	1233.360	-798.120	-280.466	1292.267	-875.567
1549	15.48000	-850.350	1334.562	-706.641	-793.006	1301.502	-644.797	-699.302	1314.857	-853.561	-680.255	1238.573	-797.840	-280.496	1292.373	-875.573
1550	15.49000	-851.163	1342.488	-708.784	-794.523	1309.880	-646.049	-699.370	1319.289	-854.289	-681.172	1243.731	-797.414	-280.478	1292.488	-875.564
1551	15.50000	-851.800	1350.463	-710.850	-795.808	1318.345	-647.267	-699.363	1323.796	-854.937	-682.022	1248.936	-796.950	-280.482	1292.597	-875.596
1552	15.51000	-852.261	1358.578	-713.088	-796.880	1326.857	-648.459	-699.348	1328.384	-855.479	-682.769	1254.187	-796.444	-280.468	1292.687	-875.619
1553	15.52000	-852.523	1366.445	-715.024	-797.722	1335.413	-649.641	-699.700	1333.224	-856.124	-683.365	1259.494	-795.904	-280.396	1292.782	-875.664
1554	15.53000	-852.394	1374.135	-716.886	-798.324	1344.008	-650.793	-699.397	1337.714	-856.752	-683.797	1264.814	-795.330	-280.336	1292.871	-875.692
1555	15.54000	-852.184	1382.007	-718.762	-798.714	1352.582	-651.940	-699.052	1342.184	-857.342	-684.113	1270.095	-794.717	-280.255	1292.975	-875.747
1556	15.55000	-851.790	1389.811	-720.586	-798.800	1361.179	-653.086	-698.557	1346.594	-857.842	-684.283	1275.445	-794.072	-280.163	1293.115	-875.794
1557	15.56000	-851.193	1397.637	-722.353	-798.818	1369.659	-654.059	-697.985	1350.965	-858.336	-684.291	1280.764	-793.354	-280.038	1293.242	-875.834
1558	15.57000	-850.402	1405.351	-724.064	-798.514	1378.251	-655.082	-697.276	1355.316	-858.772	-684.095	1286.102	-792.623	-279.853	1293.453	-875.907
1559	15.58000	-849.446	1413.035	-725.702	-797.963	1386.796	-656.094	-696.403	1359.598	-859.171	-683.861	1291.457	-791.843	-279.804	1293.417	-875.964
1560	15.59000	-848.336	1420.697	-727.190	-797.177	1395.311	-657.086	-695.463	1363.927	-859.465	-683.427	1296.842	-791.041	-279.658	1293.508	-875.997
1561	15.60000	-846.998	1428.364	-728.653	-796.176	1403.817	-658.028	-694.405	1368.247	-859.703	-682.863	1302.244	-790.188	-279.539	1293.559	-876.162
1562	15.61000	-845.447	1436.037	-730.028	-794.971	1412.222	-658.900	-693.293	1372.519	-859.913	-682.212	1307.618	-789.332	-279.386	1293.647	-876.271
1563	15.62000	-843.682	1443.729	-731.340	-793.541	1420.617	-659.756	-692.016	1376.342	-860.093	-681.440	1312.919	-788.499	-279.250	1293.735	-876.360
1564	15.63000	-841.769	1451.297	-732.545	-791.841	1428.933	-660.577	-690.775	1380.503	-860.234	-680.555	1318.197	-787.595	-279.096	1293.843	-876.482
1565	15.64000	-839.706	1458.751	-733.588	-789.961	1437.171	-661.323	-689.546	1384.625	-860.331	-679.605	1323.369	-786.751	-278.937	1293.939	-876.579
1566	15.65000	-837.536	1466.136	-734.504	-787.834	1445.284	-662.004	-688.227	1388.710	-860.384	-678.547	1328.623	-785.846	-278.792	1294.036	-876.697
1567	15.66000	-835.153	1473.461	-735.277	-785.471	1453.321	-662.588	-686.834	1392.822	-860.379	-677.426	1333.729	-785.033	-278.642	1294.125	-876.820
1568	15.67000	-832.613	1480.724	-735.954	-782.890	1461.191	-663.118	-685.403	1396.899	-860.349	-676.307	1338.754	-784.208	-278.491	1294.222	-876.933
1569	15.68000	-829.908	1487.888	-736.523	-780.114	1468.940	-663.554	-684.013	1400.943	-860.335	-675.088	1343.700	-783.432	-278.340	1294.338	-877.049
1570	15.69000	-826.996	1494.931	-736.973	-777.111	1476.573	-663.988	-682.582	1404.898	-860.240	-673.783	1348.535	-782.608	-278.150	1294.442	-877.164
1571	15.70000	-824.011	1501.882	-737.326	-773.932	1484.071	-664.312	-681.044	1408.788	-860.119	-672.393	1353.300	-781.796	-277.973	1294.524	-877.270
1572	15.71000	-820.815	1508.661	-737.558	-770.550	1491.415	-664.572	-679.521	1412.628	-859.923	-670.682	1358.383	-780.500	-277.807	1294.611	-877.372
1573	15.72000	-817.523	1515.376	-737.622	-766.967	1498.551	-664.687	-677.872	1416.420	-859.627	-669.038	1363.034	-779.563	-277.671	1294.659	-877.488
1574	15.73000	-814.074	1521.936	-737.571	-763.229	1505.565	-664.719	-676.153	1420.168	-859.308	-667.247	1367.580	-778.617	-277.545	1294.729	-877.611
1575	15.74000	-810.431	1528.290	-737.414	-759.227	1512.367	-664.672	-674.426	1423.850	-858.872	-665.435	1372.028	-777.627	-277.438	1294.830	-877.729
1576	15.75000	-806.672	1534.474	-737.117	-755.171	1518.882	-664.547	-672.573	1427.387	-858.378	-663.458	1376.306	-776.626	-277.310	1294.888	-877.854
1577	15.76000	-802.816	1540.454	-736.686	-750.923	1525.209	-664.310	-670.661	1430.847	-857.804	-661.365	1380.477	-775.542	-277.204	1294.980	-877.997
1578	15.77000	-798.891	1546.262	-736.115	-746.537	1531.331	-663.982	-668.696	1434.225	-857.187	-659.097	1384.562	-774.443	-277.098	1295.056	-878.126
1579	15.78000	-794.872	1551.855	-735.407	-742.054	1537.251	-663.529	-666.586	1437.548	-856.395	-656.648	1388.530	-773.191	-276.958	1295.129	-878.255
1580	15.79000	-790.768	1557.332	-734.618	-737.413	1543.011	-663.044	-664.388	1440.753	-855.556	-654.149	1392.399	-771.976	-276.828	1295.213	-878.390
1581	15.80000	-786.510	1562.671	-733.647	-732.591	1548.597	-662.397	-662.183	1443.917	-854.642	-651.640	1396.183	-770.746	-276.733	1295.277	-878.522
1582	15.81000	-782.155	1567.897	-732.575	-727.687	1553.971	-661.674	-659.938	1446.963	-853.669	-649.076	1399.861	-769.466	-276.592	1295.340	-878.678
1583	15.82000	-777.692	1572.924	-731.465	-722.597	1559.170	-660.867	-657.657	1449.913	-852.629	-646.340	1403.405	-768.131	-276.474	1295.399	-878.827
1584	15.83000	-773.119	1577.761	-730.161	-717.395	1564.184	-659.973	-655.325	1452.699	-851.473	-643.546	1406.788	-766.747	-276.380	1295.455	-879.006
1585	15.84000	-768.457	1582.369	-728.716	-712.069	1568.958	-658.973	-652.962	1455.354	-850.259	-640.612	1410.039	-765.284	-276.268	1295.496	-879.169
1586	15.85000	-763.701	1586.791	-727.140	-706.628	1573.477	-657.867	-650.574	1457.886	-849.020	-637.542	1413.136	-763.802	-276.146	1295.548	-879.309
1587	15.86000	-758.888	1591.059	-725.437	-701.109	1577.854	-656.685	-648.092	1460.368	-847.645	-634.393	1416.144	-762.286	-276.015	1295.572	-879.472
1588	15.87000	-753.836	1595.049	-723.187	-695.515	1582.037	-655.436	-645.543	1462.783	-846.194	-631.236	1419.016	-760.718	-275.884	1295.623	-879.637
1589	15.88000	-748.757	1598.968	-721.460	-689.842	1586.011	-654.026	-642.935	1465.148	-844.669	-627.959	1421.813	-759.121	-275.748	1295.681	-879.816
1590	15.89000	-743.640	1602.800	-719.400	-684.066	1589.753	-652.577	-640.357	1467.416	-843.057	-624.656	1424.423	-757.436	-275.595	1295.713	-879.983
1591	15.90000	-738.502	1606.478	-717.234	-678.157	1593.378	-651.040	-637.687	1469.595	-841.396	-621.307	1426.960	-755.706	-275.430	1295.731	-880.171
1592	15.91000	-733.238	1609.980	-714.993	-672.159	1596.775	-649.444	-635.018	1471.640	-839.668	-617.909	1429.318	-753.957	-275.266	1295.761	-880.349
1593	15.92000	-727.880	1613.222	-712.610	-666.120	1599.958	-647.763	-632.265	1473.567	-837.862	-614.362	1431.542	-752.200	-275.086	1295.773	-880.521
