FILE_VERSION	2.0.0
NO_OF_FRAMES	6129
NO_OF_CAMERAS	19
NO_OF_MARKERS	5
FREQUENCY	100
DESCRIPTION	--
TIME_STAMP	2024-10-29, 10:57:32.417	441368.71789840
DATA_INCLUDED	3D
MARKER_NAMES	RWristOut	RWristIn	RElbowOut	RElbowIn	Chest
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured
Frame	Time	RWristOut X	RWristOut Y	RWristOut Z	RWristIn X	RWristIn Y	RWristIn Z	RElbowOut X	RElbowOut Y	RElbowOut Z	RElbowIn X	RElbowIn Y	RElbowIn Z	Chest X	Chest Y	Chest Z	
4669	46.68000	553.671	1291.380	-790.214	524.485	1287.405	-876.034	331.517	1288.772	-739.415	352.167	1214.799	-792.963	242.373	1242.771	-980.077
4670	46.69000	548.683	1306.493	-790.031	518.789	1302.831	-875.911	326.630	1298.732	-738.928	349.259	1224.894	-791.894	238.753	1245.550	-978.919
4671	46.70000	543.273	1321.282	-789.601	513.109	1318.023	-875.443	321.345	1308.521	-738.399	345.966	1235.049	-790.973	235.050	1248.235	-977.710
4672	46.71000	537.510	1335.807	-788.931	507.122	1332.963	-874.723	315.775	1317.966	-737.839	342.370	1244.890	-789.883	231.349	1250.777	-976.458
4673	46.72000	531.279	1350.099	-788.011	500.824	1347.525	-873.662	309.776	1327.086	-737.128	338.446	1254.507	-788.834	227.481	1253.338	-975.165
4674	46.73000	524.665	1364.113	-786.853	494.003	1361.922	-872.497	303.538	1335.893	-736.385	334.211	1263.849	-787.749	223.503	1255.694	-973.869
4675	46.74000	517.576	1377.810	-785.466	486.753	1376.018	-871.078	296.990	1344.311	-735.537	329.737	1272.913	-786.637	219.443	1257.936	-972.537
4676	46.75000	510.078	1391.135	-783.838	479.163	1389.934	-869.439	290.156	1352.356	-734.565	324.875	1281.714	-785.496	215.333	1260.128	-971.143
4677	46.76000	502.222	1404.059	-781.979	471.216	1403.450	-867.473	282.981	1360.077	-733.517	319.748	1290.245	-784.211	211.124	1262.146	-969.727
4678	46.77000	494.253	1416.467	-779.701	462.484	1415.528	-865.185	275.573	1367.381	-732.350	314.337	1298.461	-782.632	206.577	1264.269	-968.387
4679	46.78000	485.631	1428.606	-777.380	453.772	1428.133	-862.932	267.884	1374.391	-731.103	308.642	1306.462	-781.173	202.232	1266.162	-966.954
4680	46.79000	476.672	1440.363	-774.843	444.710	1440.321	-860.437	259.952	1380.965	-729.770	302.647	1314.653	-779.943	197.818	1267.882	-965.539
4681	46.80000	467.356	1451.664	-772.083	435.295	1452.123	-857.783	251.780	1387.172	-728.327	296.371	1321.987	-778.316	193.283	1269.709	-964.225
4682	46.81000	457.671	1462.459	-769.145	425.554	1463.502	-854.780	243.366	1392.952	-726.748	289.823	1329.012	-776.571	188.703	1271.046	-962.523
4683	46.82000	447.721	1472.830	-766.007	415.403	1474.496	-851.658	234.765	1398.385	-725.066	282.961	1335.673	-774.764	184.024	1272.468	-961.015
4684	46.83000	437.452	1482.683	-762.685	405.150	1484.996	-848.260	225.884	1403.458	-723.320	275.893	1341.998	-772.694	179.190	1273.901	-959.516
4685	46.84000	426.894	1492.133	-759.170	394.465	1495.142	-844.659	216.835	1408.161	-721.455	268.569	1347.946	-770.715	174.305	1275.083	-957.946
4686	46.85000	416.029	1501.221	-755.434	383.527	1504.862	-840.756	207.538	1412.460	-719.470	261.044	1353.626	-768.517	169.347	1276.247	-956.418
4687	46.86000	404.836	1509.877	-751.504	372.254	1514.205	-836.657	198.047	1416.287	-717.502	253.400	1358.781	-765.835	164.269	1277.299	-954.852
4688	46.87000	393.372	1518.109	-747.316	360.662	1523.177	-832.384	188.447	1419.724	-715.279	245.415	1363.806	-763.732	159.132	1278.296	-953.249
4689	46.88000	381.136	1525.905	-743.133	348.819	1531.605	-827.835	178.716	1422.822	-712.924	237.271	1368.480	-761.385	153.911	1279.195	-951.646
4690	46.89000	369.164	1533.082	-738.596	336.779	1539.529	-823.054	168.762	1425.591	-710.502	228.892	1372.897	-758.835	148.603	1279.963	-949.985
4691	46.90000	357.023	1539.816	-733.923	323.677	1547.423	-818.453	158.632	1428.159	-708.079	220.258	1377.016	-756.202	143.219	1280.631	-948.256
4692	46.91000	344.693	1546.106	-729.022	311.206	1554.501	-813.359	148.280	1430.406	-705.617	211.406	1380.860	-753.422	137.761	1281.202	-946.478
4693	46.92000	332.135	1552.024	-723.953	298.631	1561.101	-808.080	137.735	1432.427	-703.173	202.350	1384.433	-750.581	132.161	1281.684	-944.646
4694	46.93000	319.370	1557.539	-718.682	285.892	1567.285	-802.629	126.978	1433.999	-700.579	193.128	1387.724	-747.708	126.470	1282.043	-942.787
4695	46.94000	306.369	1562.608	-713.243	273.171	1572.891	-797.067	116.161	1435.314	-698.013	183.676	1390.675	-744.750	120.672	1282.268	-940.882
4696	46.95000	293.054	1567.269	-707.636	260.608	1577.955	-791.435	105.236	1436.258	-695.382	174.054	1393.362	-741.783	114.772	1282.363	-938.959
4697	46.96000	279.637	1571.507	-701.853	247.219	1582.916	-785.652	94.178	1436.901	-692.844	164.243	1395.719	-738.701	108.788	1282.376	-936.974
4698	46.97000	265.977	1575.279	-695.888	233.695	1587.456	-779.627	82.970	1437.284	-690.172	154.315	1397.779	-735.551	102.710	1282.312	-934.981
4699	46.98000	252.171	1578.669	-689.788	219.962	1591.637	-773.461	71.679	1437.323	-687.412	144.210	1399.538	-732.315	96.517	1282.137	-932.908
4700	46.99000	238.170	1581.646	-683.536	205.959	1595.398	-767.207	60.257	1437.070	-684.641	133.997	1401.025	-728.999	90.236	1281.940	-930.835
4701	47.00000	224.061	1584.107	-677.171	192.105	1598.505	-760.832	48.738	1436.552	-681.779	123.629	1402.220	-725.558	83.798	1281.601	-928.754
4702	47.01000	209.844	1586.111	-670.672	178.059	1601.266	-754.266	37.477	1435.574	-678.998	113.089	1403.075	-722.018	77.306	1281.246	-926.647
4703	47.02000	195.558	1587.631	-664.039	163.922	1603.667	-747.511	25.786	1434.422	-675.997	102.428	1403.599	-718.380	70.683	1280.792	-924.531
4704	47.03000	181.181	1588.665	-657.306	149.577	1605.595	-740.611	14.032	1432.937	-672.928	91.666	1403.804	-714.697	63.970	1280.247	-922.397
4705	47.04000	166.686	1589.200	-650.450	135.148	1607.154	-733.568	2.216	1431.106	-669.790	80.812	1403.683	-710.990	57.135	1279.633	-920.241
4706	47.05000	152.107	1589.320	-643.424	120.591	1608.193	-726.341	-9.638	1428.896	-666.618	69.609	1403.400	-707.439	50.223	1278.906	-918.106
4707	47.06000	137.439	1588.941	-636.295	105.887	1608.807	-718.947	-21.529	1426.353	-663.394	58.556	1402.613	-703.661	42.832	1277.840	-916.116
4708	47.07000	122.765	1588.025	-629.113	91.118	1608.907	-711.479	-33.503	1423.523	-660.175	47.395	1401.553	-699.809	35.650	1276.848	-913.987
4709	47.08000	108.021	1586.605	-621.841	76.244	1608.581	-703.857	-45.561	1420.343	-656.888	36.085	1400.122	-695.885	28.337	1275.714	-911.850
4710	47.09000	93.190	1584.668	-614.477	61.332	1607.761	-696.158	-57.707	1416.869	-653.585	24.688	1398.374	-691.955	20.879	1274.459	-909.733
4711	47.10000	78.271	1582.257	-607.051	46.345	1606.419	-688.343	-69.824	1413.058	-650.302	13.202	1396.274	-688.009	13.345	1273.071	-907.609
4712	47.11000	63.253	1579.368	-599.550	31.280	1604.611	-680.458	-81.998	1408.877	-647.256	1.648	1393.808	-684.095	5.687	1271.595	-905.443
4713	47.12000	48.231	1575.968	-591.989	16.176	1602.341	-672.540	-94.220	1404.407	-644.114	-9.941	1391.067	-680.260	-2.150	1270.031	-903.215
4714	47.13000	33.074	1572.062	-584.395	1.019	1599.619	-664.509	-106.588	1399.650	-640.959	-21.474	1388.033	-676.448	-10.047	1268.337	-900.983
4715	47.14000	17.906	1567.700	-576.741	-14.131	1596.398	-656.424	-118.902	1394.508	-637.873	-33.252	1384.656	-672.615	-18.208	1266.627	-898.704
4716	47.15000	2.745	1562.867	-569.114	-29.356	1592.779	-648.362	-131.359	1389.125	-634.793	-45.244	1380.920	-668.764	-26.387	1264.724	-896.390
4717	47.16000	-12.452	1557.481	-561.342	-44.620	1588.635	-640.238	-143.840	1383.493	-631.760	-57.368	1376.845	-664.870	-34.617	1262.734	-894.083
4718	47.17000	-27.650	1551.690	-553.773	-60.294	1584.165	-632.004	-156.458	1377.618	-628.711	-69.881	1372.051	-660.704	-42.904	1260.672	-891.720
4719	47.18000	-42.830	1545.423	-546.202	-75.573	1579.141	-623.866	-169.090	1371.486	-625.775	-82.116	1367.411	-656.785	-51.241	1258.474	-889.415
4720	47.19000	-58.044	1538.751	-538.751	-90.872	1573.668	-615.779	-182.032	1365.017	-622.837	-94.416	1362.444	-652.891	-59.630	1256.456	-887.075
4721	47.20000	-73.406	1531.618	-531.252	-106.121	1567.748	-607.786	-194.808	1358.339	-620.056	-106.773	1357.236	-649.082	-68.083	1254.216	-884.777
4722	47.21000	-88.861	1524.040	-523.888	-121.339	1561.378	-599.931	-207.735	1351.420	-617.397	-119.250	1351.673	-645.347	-76.650	1251.913	-882.447
4723	47.22000	-104.448	1516.062	-516.594	-136.642	1554.593	-592.139	-220.714	1344.299	-614.882	-131.842	1345.760	-641.619	-85.261	1249.624	-880.082
4724	47.23000	-120.098	1507.588	-509.432	-151.936	1547.332	-584.447	-233.794	1336.938	-612.580	-144.481	1339.552	-637.978	-94.077	1247.311	-877.768
4725	47.24000	-135.734	1498.645	-502.435	-167.222	1539.681	-576.883	-246.994	1329.338	-610.446	-157.236	1333.134	-634.442	-102.846	1244.949	-875.520
4726	47.25000	-151.306	1489.193	-495.625	-182.571	1531.637	-569.404	-260.287	1321.607	-608.546	-169.916	1326.420	-631.078	-111.670	1242.466	-873.296
4727	47.26000	-166.740	1479.347	-489.452	-197.978	1523.175	-562.060	-273.562	1313.596	-606.891	-182.847	1319.484	-627.992	-120.577	1239.961	-871.097
4728	47.27000	-182.354	1469.071	-483.120	-213.426	1514.317	-554.869	-286.836	1305.362	-605.442	-195.861	1312.256	-625.116	-129.550	1237.364	-868.974
4729	47.28000	-198.075	1458.321	-477.038	-228.830	1505.122	-547.918	-300.141	1296.944	-604.301	-208.914	1304.824	-622.540	-138.517	1234.714	-866.914
4730	47.29000	-213.950	1447.266	-471.141	-244.163	1495.529	-541.237	-313.391	1288.288	-603.418	-221.909	1297.145	-620.145	-147.509	1231.938	-865.024
4731	47.30000	-229.963	1435.848	-465.431	-259.593	1485.621	-534.804	-326.582	1279.428	-602.724	-234.903	1289.207	-617.932	-156.498	1229.074	-863.216
4732	47.31000	-246.043	1424.139	-460.056	-274.769	1475.337	-528.653	-339.812	1270.419	-602.287	-247.964	1281.047	-615.922	-165.458	1226.161	-861.564
4733	47.32000	-262.172	1411.900	-454.932	-289.926	1464.765	-522.762	-353.034	1261.377	-602.096	-260.979	1272.588	-614.029	-174.385	1223.223	-860.031
4734	47.33000	-278.077	1399.527	-450.197	-305.011	1453.919	-517.144	-366.224	1252.278	-602.126	-274.015	1263.971	-612.374	-183.246	1220.254	-858.571
4735	47.34000	-293.804	1386.859	-445.820	-320.038	1442.779	-511.782	-379.283	1243.033	-602.398	-286.973	1255.122	-611.016	-192.080	1217.246	-857.200
4736	47.35000	-309.387	1373.976	-441.831	-335.009	1431.395	-506.710	-392.219	1233.668	-602.895	-299.881	1246.208	-609.897	-200.899	1214.180	-855.902
4737	47.36000	-324.902	1360.946	-438.160	-349.893	1419.825	-502.024	-405.058	1224.245	-603.615	-312.679	1237.132	-609.007	-209.707	1211.041	-854.719
4738	47.37000	-340.440	1347.721	-434.852	-364.621	1408.022	-497.692	-417.817	1214.742	-604.546	-325.333	1227.938	-608.314	-218.480	1207.796	-853.636
4739	47.38000	-355.927	1334.261	-431.960	-379.278	1396.036	-493.710	-430.438	1205.118	-605.664	-337.856	1218.647	-607.829	-227.319	1204.489	-852.666
4740	47.39000	-371.374	1320.687	-429.454	-393.820	1383.821	-490.070	-442.868	1195.350	-607.026	-350.240	1209.257	-607.572	-236.108	1201.152	-851.829
4741	47.40000	-386.588	1306.905	-427.355	-408.302	1371.408	-486.712	-454.983	1185.707	-608.834	-362.538	1199.734	-607.628	-244.894	1197.759	-851.017
4742	47.41000	-401.489	1292.926	-425.630	-422.675	1358.788	-483.623	-467.026	1175.983	-610.767	-374.623	1190.213	-607.993	-253.657	1194.403	-850.328
4743	47.42000	-416.078	1278.881	-424.322	-436.995	1346.026	-480.849	-478.895	1166.238	-612.962	-386.588	1180.773	-608.671	-262.427	1191.096	-849.653
4744	47.43000	-430.323	1264.731	-423.364	-451.152	1333.138	-478.377	-490.642	1156.540	-615.413	-398.441	1171.403	-609.661	-270.941	1187.994	-849.153
4745	47.44000	-444.364	1250.542	-422.774	-465.077	1320.187	-476.284	-502.207	1146.842	-618.048	-410.243	1162.078	-610.925	-279.617	1184.770	-848.667
4746	47.45000	-458.311	1236.370	-422.608	-478.707	1307.193	-474.665	-513.675	1137.143	-620.883	-421.931	1152.462	-612.329	-288.152	1181.691	-848.273
4747	47.46000	-472.267	1222.139	-422.849	-492.039	1294.163	-473.466	-525.100	1127.472	-623.936	-433.443	1142.804	-613.841	-296.605	1178.683	-847.910
4748	47.47000	-486.215	1207.914	-423.427	-505.124	1281.064	-472.617	-536.397	1117.938	-627.205	-444.809	1133.006	-615.643	-304.968	1175.742	-847.597
4749	47.48000	-500.042	1193.670	-424.247	-518.121	1268.036	-472.093	-547.547	1108.434	-630.644	-456.039	1123.266	-617.625	-313.246	1172.776	-847.333
4750	47.49000	-513.771	1179.458	-425.474	-530.968	1254.992	-471.846	-558.495	1099.152	-634.345	-467.108	1113.599	-619.840	-321.452	1169.879	-847.199
4751	47.50000	-527.150	1165.205	-427.056	-543.727	1241.984	-471.938	-569.297	1090.050	-638.334	-478.079	1104.051	-622.339	-329.571	1167.014	-847.097
4752	47.51000	-540.456	1151.135	-429.274	-556.341	1229.017	-472.379	-579.976	1081.068	-642.549	-488.917	1094.643	-625.045	-337.598	1164.219	-847.153
4753	47.52000	-553.642	1137.091	-431.746	-568.772	1216.073	-473.203	-590.596	1072.108	-646.974	-499.807	1085.118	-628.076	-345.384	1161.577	-847.358
4754	47.53000	-566.773	1123.100	-434.649	-581.181	1203.246	-474.330	-601.116	1063.217	-651.706	-510.591	1075.593	-631.357	-353.050	1158.977	-847.576
4755	47.54000	-579.800	1109.192	-437.906	-593.210	1190.333	-475.921	-611.760	1054.360	-656.643	-521.361	1066.043	-634.854	-360.626	1156.526	-847.752
4756	47.55000	-592.781	1095.349	-441.534	-605.116	1177.458	-477.797	-622.300	1045.769	-661.810	-532.030	1056.553	-638.644	-368.082	1154.182	-847.897
4757	47.56000	-605.533	1081.505	-445.461	-616.938	1164.671	-479.940	-632.607	1037.554	-667.215	-542.496	1047.256	-642.589	-375.451	1151.892	-848.006
4758	47.57000	-618.195	1067.888	-449.858	-628.326	1151.809	-482.303	-642.475	1029.827	-672.882	-552.762	1038.302	-646.805	-382.774	1149.606	-848.126
4759	47.58000	-630.686	1054.408	-454.640	-640.111	1139.187	-485.049	-652.122	1022.039	-678.601	-562.760	1029.640	-651.217	-390.100	1147.314	-848.295
4760	47.59000	-642.934	1041.078	-459.814	-651.652	1126.565	-488.144	-661.577	1014.270	-684.598	-572.604	1021.147	-655.942	-397.288	1145.074	-848.530
4761	47.60000	-655.048	1027.855	-465.384	-663.133	1114.062	-491.668	-671.064	1006.646	-690.967	-582.292	1012.725	-660.928	-404.285	1143.018	-848.721
4762	47.61000	-666.989	1014.797	-471.268	-674.471	1101.623	-495.506	-680.208	999.131	-697.463	-591.832	1004.396	-666.077	-411.253	1140.973	-848.992
4763	47.62000	-678.851	1001.911	-477.431	-685.769	1089.355	-499.625	-689.384	991.842	-704.094	-601.383	996.044	-671.458	-418.089	1139.064	-849.232
4764	47.63000	-690.533	989.195	-483.861	-696.878	1077.183	-503.932	-698.512	984.756	-710.809	-611.015	987.430	-677.025	-424.818	1137.239	-849.432
4765	47.64000	-702.194	976.721	-490.680	-707.963	1065.213	-508.524	-707.571	977.796	-717.559	-620.221	980.143	-682.647	-431.436	1135.484	-849.574
4766	47.65000	-713.896	964.520	-497.747	-718.854	1053.529	-513.404	-716.609	971.661	-724.574	-629.733	972.440	-688.495	-437.985	1133.800	-849.737
4767	47.66000	-725.750	952.587	-505.241	-729.631	1042.017	-518.565	-725.506	965.258	-731.611	-639.198	964.926	-694.485	-444.374	1132.176	-849.945
4768	47.67000	-737.735	940.999	-513.091	-740.239	1030.727	-524.067	-734.414	959.336	-738.888	-648.641	957.511	-700.657	-450.599	1130.605	-850.228
4769	47.68000	-749.426	929.696	-521.314	-750.669	1019.625	-529.932	-743.265	953.712	-746.402	-658.022	950.128	-707.068	-456.662	1129.093	-850.534
4770	47.69000	-761.218	918.409	-529.976	-761.131	1008.695	-536.178	-752.006	948.305	-754.102	-667.363	942.840	-713.809	-462.496	1127.764	-850.801
4771	47.70000	-772.679	907.342	-538.995	-771.619	997.893	-542.769	-760.639	943.178	-761.972	-676.571	935.801	-720.819	-468.140	1126.581	-851.032
4772	47.71000	-783.766	896.657	-548.346	-782.243	987.373	-549.694	-769.123	938.409	-770.039	-685.726	929.114	-728.049	-473.639	1125.456	-851.202
4773	47.72000	-795.024	886.511	-558.071	-792.902	977.081	-556.942	-777.309	933.855	-778.307	-694.618	922.972	-735.483	-478.991	1124.436	-851.353
4774	47.73000	-806.413	876.765	-568.169	-803.484	967.157	-564.555	-785.346	929.734	-786.768	-703.392	917.137	-743.120	-484.246	1123.452	-851.425
4775	47.74000	-817.825	867.389	-578.787	-814.005	957.602	-572.537	-793.120	925.839	-795.401	-711.939	911.659	-750.890	-489.403	1122.620	-851.516
4776	47.75000	-829.271	858.388	-589.714	-824.358	948.534	-580.939	-800.656	922.256	-804.245	-720.315	906.488	-758.828	-494.335	1121.727	-851.717
4777	47.76000	-840.909	850.044	-600.970	-834.651	939.767	-589.712	-808.067	919.120	-813.130	-728.571	901.459	-766.992	-499.146	1120.949	-851.833
4778	47.77000	-851.908	841.918	-612.643	-844.915	931.412	-598.857	-815.186	916.215	-822.249	-736.556	896.725	-775.356	-503.803	1120.307	-851.949
4779	47.78000	-862.498	834.390	-624.608	-855.233	923.309	-608.321	-822.084	913.805	-831.487	-744.333	892.421	-783.836	-508.235	1119.808	-852.005
4780	47.79000	-872.445	827.347	-636.777	-865.495	915.674	-618.134	-828.748	911.777	-840.800	-751.939	888.614	-792.463	-512.543	1119.494	-852.032
4781	47.80000	-882.738	820.730	-649.387	-875.654	908.487	-628.189	-835.124	910.203	-850.201	-759.357	885.312	-801.107	-516.647	1119.312	-852.031
4782	47.81000	-892.998	814.692	-662.326	-885.704	901.849	-638.580	-841.336	909.088	-859.740	-766.684	882.394	-810.298	-520.596	1119.317	-852.013
4783	47.82000	-903.352	809.241	-675.528	-895.568	895.740	-649.195	-847.270	908.469	-869.333	-773.787	880.005	-819.181	-524.322	1119.467	-851.993
4784	47.83000	-913.691	804.578	-689.151	-905.259	890.173	-660.129	-852.984	908.390	-879.023	-780.737	877.928	-828.175	-527.757	1119.781	-852.073
4785	47.84000	-924.043	800.487	-703.075	-914.808	885.133	-671.333	-858.459	908.751	-888.634	-787.523	876.217	-837.261	-531.036	1120.227	-852.104
4786	47.85000	-933.990	797.198	-717.273	-924.305	880.604	-682.781	-863.584	909.722	-898.196	-794.004	874.904	-846.381	-534.166	1120.865	-852.041
4787	47.86000	-943.941	794.440	-731.700	-933.737	876.594	-694.394	-868.408	911.168	-907.576	-800.205	874.178	-855.234	-537.061	1121.661	-852.010
4788	47.87000	-953.580	792.308	-746.232	-942.989	873.055	-706.107	-872.815	913.131	-916.781	-806.020	874.333	-862.433	-539.864	1122.564	-851.929
4789	47.88000	-963.138	790.951	-760.981	-952.145	870.123	-717.866	-876.911	915.594	-925.706	-811.500	874.695	-872.089	-542.551	1123.593	-851.879
4790	47.89000	-972.509	790.440	-775.783	-961.190	867.875	-729.648	-880.659	918.540	-934.439	-816.861	875.790	-880.181	-545.125	1124.687	-851.873
4791	47.90000	-981.762	790.816	-790.607	-970.023	866.354	-741.440	-884.150	921.887	-942.912	-822.109	877.314	-888.009	-547.486	1125.963	-851.920
4792	47.91000	-990.743	792.004	-805.258	-978.670	865.630	-753.310	-887.369	925.589	-951.238	-827.116	879.253	-895.697	-549.732	1127.344	-851.931
4793	47.92000	-999.571	794.251	-820.268	-987.139	865.654	-765.087	-890.359	929.538	-959.413	-831.953	881.464	-903.307	-551.712	1128.836	-851.943
4794	47.93000	-1008.564	797.790	-834.755	-995.617	866.563	-777.390	-893.142	933.804	-967.466	-836.627	883.943	-910.760	-553.563	1130.492	-851.934
4795	47.94000	-1016.585	801.339	-849.241	-1003.935	868.204	-789.512	-895.758	938.378	-975.364	-841.197	886.849	-918.057	-555.239	1132.303	-851.966
4796	47.95000	-1024.241	805.537	-863.522	-1012.095	870.555	-801.668	-898.168	943.348	-983.095	-845.647	890.123	-925.187	-556.761	1134.174	-851.948
4797	47.96000	-1031.669	810.517	-877.660	-1020.004	873.610	-813.704	-900.452	948.631	-990.514	-849.946	893.885	-932.047	-558.061	1136.157	-851.936
4798	47.97000	-1038.807	816.312	-891.596	-1027.540	877.349	-825.723	-902.530	954.283	-997.681	-854.267	898.089	-938.641	-559.174	1138.243	-851.896
4799	47.98000	-1045.573	822.966	-905.109	-1034.792	881.887	-837.403	-904.166	960.172	-1004.489	-858.293	902.708	-944.997	-560.091	1140.347	-851.855
4800	47.99000	-1052.143	830.580	-918.457	-1041.649	887.255	-848.734	-905.675	966.521	-1011.191	-862.089	907.678	-950.931	-560.860	1142.642	-851.835
4801	48.00000	-1058.466	839.056	-931.347	-1048.150	893.377	-859.695	-907.025	973.168	-1017.791	-865.810	912.995	-957.179	-561.499	1145.002	-851.812
4802	48.01000	-1064.573	848.488	-943.835	-1054.253	900.231	-870.251	-908.261	980.145	-1024.232	-869.442	918.710	-963.187	-561.965	1147.434	-851.734
4803	48.02000	-1070.466	858.802	-955.993	-1059.887	907.616	-880.393	-909.373	987.414	-1030.536	-873.035	924.798	-969.202	-562.243	1149.985	-851.698
4804	48.03000	-1076.145	869.879	-967.839	-1065.088	915.489	-890.148	-910.527	995.139	-1036.562	-876.607	931.338	-974.853	-562.342	1152.568	-851.609
4805	48.04000	-1081.575	881.625	-979.461	-1070.010	923.781	-899.730	-911.594	1003.269	-1042.236	-880.027	938.214	-980.521	-562.182	1155.249	-851.470
4806	48.05000	-1086.519	893.777	-990.666	-1074.775	932.718	-909.217	-912.565	1011.784	-1047.454	-883.337	945.464	-986.033	-561.928	1157.980	-851.328
4807	48.06000	-1090.804	906.389	-1001.688	-1079.471	942.180	-919.181	-913.355	1020.837	-1052.372	-886.466	952.981	-991.496	-561.518	1160.809	-851.164
4808	48.07000	-1094.581	919.068	-1011.983	-1084.001	952.865	-928.524	-913.877	1030.103	-1057.063	-889.451	960.852	-997.045	-560.941	1163.680	-850.981
4809	48.08000	-1097.789	932.114	-1021.749	-1088.305	964.445	-937.560	-914.077	1039.522	-1061.682	-892.108	969.010	-1002.010	-560.160	1166.654	-850.785
4810	48.09000	-1100.597	945.510	-1030.989	-1092.263	976.778	-946.217	-913.942	1048.974	-1066.183	-894.563	977.507	-1006.678	-559.230	1169.663	-850.592
4811	48.10000	-1103.043	959.399	-1039.689	-1095.748	989.563	-954.419	-913.700	1058.565	-1070.742	-896.809	986.435	-1010.841	-558.171	1172.755	-850.355
4812	48.11000	-1105.323	973.910	-1048.032	-1098.851	1002.793	-962.107	-913.098	1068.143	-1074.922	-898.828	995.643	-1014.643	-556.918	1175.858	-850.105
4813	48.12000	-1107.151	989.018	-1055.798	-1101.431	1016.168	-969.256	-912.277	1077.936	-1078.846	-900.712	1005.218	-1018.155	-555.579	1178.990	-849.893
4814	48.13000	-1108.745	1004.630	-1063.147	-1103.564	1029.681	-975.890	-911.298	1087.946	-1082.464	-902.429	1015.064	-1021.347	-554.075	1182.202	-849.681
4815	48.14000	-1110.064	1021.004	-1070.069	-1105.250	1043.274	-982.076	-910.123	1098.197	-1085.734	-903.998	1025.184	-1024.350	-552.393	1185.406	-849.457
4816	48.15000	-1111.030	1037.870	-1076.555	-1106.582	1057.125	-987.817	-908.824	1108.667	-1088.714	-905.332	1035.561	-1027.132	-550.591	1188.663	-849.269
4817	48.16000	-1111.615	1055.154	-1082.584	-1107.353	1071.147	-993.238	-907.022	1119.102	-1091.355	-906.442	1046.126	-1029.732	-548.682	1191.979	-849.102
4818	48.17000	-1111.714	1072.694	-1088.105	-1108.021	1085.449	-998.203	-905.974	1130.483	-1093.664	-907.389	1056.926	-1032.134	-546.629	1195.358	-848.920
4819	48.18000	-1111.402	1090.343	-1093.153	-1108.375	1100.045	-1002.773	-904.252	1141.561	-1095.757	-908.141	1067.916	-1034.143	-544.451	1198.764	-848.644
4820	48.19000	-1111.053	1108.291	-1097.682	-1108.432	1114.853	-1006.959	-902.352	1152.804	-1097.572	-908.736	1079.096	-1035.938	-542.037	1202.164	-848.436
4821	48.20000	-1109.703	1126.036	-1101.719	-1108.098	1129.672	-1010.738	-900.280	1164.081	-1099.062	-909.013	1090.408	-1037.419	-539.470	1205.603	-848.206
4822	48.21000	-1107.955	1143.820	-1105.221	-1107.401	1144.587	-1014.148	-898.024	1175.430	-1100.285	-909.025	1101.850	-1038.813	-536.815	1209.076	-848.001
4823	48.22000	-1105.735	1161.481	-1108.295	-1106.408	1159.707	-1017.232	-895.504	1186.876	-1101.218	-908.715	1113.402	-1039.929	-533.994	1212.422	-847.780
4824	48.23000	-1103.132	1179.362	-1110.911	-1104.988	1174.862	-1019.970	-892.786	1198.364	-1101.882	-908.136	1125.002	-1040.935	-530.997	1215.822	-847.552
4825	48.24000	-1100.177	1197.234	-1113.085	-1103.208	1190.202	-1022.370	-889.766	1209.918	-1102.278	-907.210	1136.671	-1041.727	-527.814	1219.167	-847.279
4826	48.25000	-1096.778	1215.086	-1114.808	-1100.860	1205.405	-1024.762	-886.534	1221.429	-1102.498	-906.042	1148.331	-1042.400	-524.481	1222.467	-846.994
4827	48.26000	-1092.963	1232.888	-1116.165	-1098.231	1221.000	-1026.459	-883.044	1232.867	-1102.529	-904.579	1160.016	-1042.864	-520.996	1225.714	-846.719
4828	48.27000	-1088.721	1250.449	-1117.106	-1095.183	1236.755	-1027.735	-879.239	1244.072	-1102.327	-902.845	1171.747	-1042.992	-517.344	1228.921	-846.431
4829	48.28000	-1084.122	1267.763	-1117.627	-1091.789	1252.722	-1028.637	-875.168	1255.137	-1102.029	-900.840	1183.429	-1042.894	-513.521	1232.009	-846.132
4830	48.29000	-1079.223	1284.857	-1117.745	-1088.003	1268.584	-1029.075	-870.949	1266.160	-1101.575	-898.575	1195.137	-1042.482	-509.575	1235.002	-845.826
4831	48.30000	-1073.883	1301.873	-1117.488	-1083.866	1284.320	-1029.089	-866.521	1276.984	-1100.988	-896.077	1206.819	-1041.857	-505.473	1237.939	-845.502
4832	48.31000	-1068.293	1318.749	-1116.760	-1079.357	1299.828	-1028.717	-862.072	1287.517	-1100.103	-893.355	1218.414	-1040.979	-501.263	1240.734	-845.220
4833	48.32000	-1062.314	1335.556	-1115.606	-1074.407	1315.059	-1028.022	-857.294	1298.015	-1099.158	-890.330	1229.833	-1039.965	-496.873	1243.422	-844.882
4834	48.33000	-1055.996	1352.087	-1114.080	-1069.190	1330.214	-1027.154	-852.283	1308.367	-1097.976	-886.967	1241.171	-1038.695	-492.338	1246.014	-844.560
4835	48.34000	-1049.486	1368.322	-1112.287	-1063.508	1345.185	-1025.767	-847.027	1318.535	-1096.618	-883.334	1252.222	-1037.307	-487.695	1248.472	-844.249
